flight_date,icao24,callsign,airline_prefix,groundspeed_kts,altitude_ft,track_deg,avg_lat,avg_lon,ping_count,corridor_code,month_code,airline,era5_u_kts,era5_v_kts,headwind_kts,tas_kts,daily_mean_gs,daily_sd_gs
2023-01-03,406753,EZY83QN,EZY,406.5,36005,344.1,45.233,-0.074,1613,C1,Jan,easyJet,14.207092802734374,-33.42671588867187,-36.04001755682871,442.54001755682873,425.1428571428571,25.366444045559152
2023-01-03,39856a,AFR11FK,AFR,406.2,35977,16,45.807,-0.082,720,C1,Jan,Air France,17.851792802734376,-33.187532451171876,-26.98128276328283,433.1812827632828,425.1428571428571,25.366444045559152
2023-01-03,506c34,AFR36VP,AFR,363.2,32025,346.9,44.918,1.561,40,C1,Jan,Air France,13.569270302734376,-14.235092451171875,-16.9401307945157,380.1401307945157,425.1428571428571,25.366444045559152
2023-01-04,398564,AFR41WR,AFR,437.8,34000,6.9,45.889,0.249,865,C1,Jan,Air France,23.87776798828125,-20.444311098632813,-17.427640379318134,455.22764037931813,409.7166666666667,18.07859475278137
2023-01-04,3986e3,AFR31HT,AFR,433.6,34000,18,46.451,0.152,147,C1,Jan,Air France,31.43292736328125,-21.69717672363281,-10.921932570011302,444.5219325700113,409.7166666666667,18.07859475278137
2023-01-04,392af8,AFR94QY,AFR,432.2,32025,355.4,46.733,0.493,65,C1,Jan,Air France,35.29782798828125,-22.83614547363281,-25.593435309276682,457.7934353092767,409.7166666666667,18.07859475278137
2023-01-04,344699,VLG5FK,VLG,430,34000,25.5,45.42,-0.494,860,C1,Jan,Vueling,17.63621923828125,-19.218021411132813,-9.753315232185006,439.753315232185,409.7166666666667,18.07859475278137
2023-01-04,394a07,AFR459,AFR,428.6,38000,24.9,45.452,-0.461,923,C1,Jan,Air France,17.63621923828125,-19.218021411132813,-10.006111375776092,438.6061113757761,409.7166666666667,18.07859475278137
2023-01-04,346303,IBE34TB,IBE,426.5,36004,26.6,45.319,-0.497,817,C1,Jan,Iberia,15.88220736328125,-20.227907036132812,-10.975466096902014,437.47546609690204,409.7166666666667,18.07859475278137
2023-01-04,393322,AFR15KU,AFR,416.9,33970,1.2,46.737,0.795,147,C1,Jan,Air France,35.32820048828125,-23.337291723632813,-22.592315461556467,439.4923154615565,409.7166666666667,18.07859475278137
2023-01-04,345614,VLG9WU,VLG,409.7,34003,352.9,44.274,1.197,1360,C1,Jan,Vueling,9.01042923828125,-31.932709223632813,-32.80154958573865,442.50154958573864,409.7166666666667,18.07859475278137
2023-01-04,4074b2,EZY86KF,EZY,408.3,36000,339.3,43.512,0.534,582,C1,Jan,easyJet,6.44395298828125,-30.911433911132814,-31.193691612414725,439.49369161241475,409.7166666666667,18.07859475278137
2023-01-04,346111,VLG46YA,VLG,402.6,36023,340,44.805,-0.022,2109,C1,Jan,Vueling,13.63464236328125,-23.261360473632813,-26.521851121797447,429.1218511217975,409.7166666666667,18.07859475278137
2023-01-04,40600e,EZY68XT,EZY,401,33999,337.3,44.384,0.155,1623,C1,Jan,easyJet,12.68550173828125,-25.167234848632813,-28.11314452487276,429.1131445248728,409.7166666666667,18.07859475278137
2023-01-04,3c4903,EWG87TK,EWG,400.4,36003,355.8,44.044,1.012,1139,C1,Jan,Eurowings,8.251116738281251,-31.173396723632813,-31.693976770941838,432.0939767709418,409.7166666666667,18.07859475278137
2023-01-04,398572,AFR11FK,AFR,399.4,37992,18.7,45.882,-0.123,744,C1,Jan,Air France,23.49811173828125,-19.760929848632813,-11.183955972916543,410.5839559729165,409.7166666666667,18.07859475278137
2023-01-04,346458,IBE33LC,IBE,395.9,38000,21.2,45.783,-0.327,1413,C1,Jan,Iberia,20.16472986328125,-19.142090161132813,-10.554564494606792,406.45456449460676,409.7166666666667,18.07859475278137
2023-01-04,3c55c7,EWG3P,EWG,395.2,38002,25.4,45.088,-0.672,598,C1,Jan,Eurowings,15.04696361328125,-20.964440161132814,-12.483747347896983,407.683747347897,409.7166666666667,18.07859475278137
2023-01-04,346183,VLG143X,VLG,394.6,38001,23.2,45.503,-0.535,926,C1,Jan,Vueling,17.63621923828125,-19.218021411132813,-10.716316744842732,405.31631674484277,409.7166666666667,18.07859475278137
2023-01-04,39e688,AFR63QU,AFR,381.6,37997,23.2,45.516,-0.528,972,C1,Jan,Air France,17.63621923828125,-19.218021411132813,-10.716316744842732,392.31631674484277,409.7166666666667,18.07859475278137
2023-01-04,406d92,EZY61ZV,EZY,380.6,37990,348.5,43.242,0.886,282,C1,Jan,easyJet,0.87819236328125,-34.495388911132814,-33.977967187010805,414.5779671870108,409.7166666666667,18.07859475278137
2023-01-05,39856f,AFR11FK,AFR,433.1,34000,15.6,45.149,-0.339,215,C1,Jan,Air France,11.185770568847657,-31.19774811279297,-27.040427735806443,460.14042773580644,412.1666666666667,23.49945196008286
2023-01-05,3985a5,AFR44SJ,AFR,429.6,34000,344.1,46.978,3.99,23,C1,Jan,Air France,26.007550568847655,-25.351041862792968,-31.50615243350483,461.10615243350486,412.1666666666667,23.49945196008286
2023-01-05,3944f2,AFR63QU,AFR,427.3,37988,23.8,45.682,-0.448,983,C1,Jan,Air France,18.080328068847656,-29.73986811279297,-19.91454850168709,447.2145485016871,412.1666666666667,23.49945196008286
2023-01-05,347287,IBE33LC,IBE,425.9,36001,21,45.795,-0.34,1308,C1,Jan,Iberia,17.191932443847655,-30.977547487792968,-22.75899441686807,448.65899441686804,412.1666666666667,23.49945196008286
2023-01-05,39856d,AFR41WR,AFR,424.8,34022,1.3,45.625,0.403,814,C1,Jan,Air France,13.964854318847657,-33.81737623779297,-33.49184665219156,458.29184665219157,412.1666666666667,23.49945196008286
2023-01-05,346183,VLG143X,VLG,422.1,38000,22.9,45.663,-0.423,791,C1,Jan,Vueling,18.080328068847656,-29.73986811279297,-20.360443790973406,442.46044379097344,412.1666666666667,23.49945196008286
2023-01-05,345691,IBE34TB,IBE,417.8,34000,26.7,46.102,0.08,340,C1,Jan,Iberia,19.393938693847655,-31.77482561279297,-19.672654958438073,437.47265495843806,412.1666666666667,23.49945196008286
2023-01-05,34620c,VLG9VT,VLG,413.3,36001,349.6,44.846,1,1926,C1,Jan,Vueling,8.254824318847657,-29.66393686279297,-30.66675584048461,443.9667558404846,412.1666666666667,23.49945196008286
2023-01-05,4073a1,EZY38ZA,EZY,412.3,38003,345.7,45.416,-0.028,1723,C1,Jan,easyJet,13.038493068847655,-32.241802800292966,-34.46330903779965,446.7633090377997,412.1666666666667,23.49945196008286
2023-01-05,346111,VLG46YA,VLG,409.4,38000,342.4,45.015,0.117,2208,C1,Jan,Vueling,8.383907443847656,-31.61916655029297,-32.67413565698822,442.0741356569882,412.1666666666667,23.49945196008286
2023-01-05,393322,AFR13LP,AFR,375.3,32025,357.9,45.569,1.165,62,C1,Jan,Air France,10.449237443847656,-32.48857936279297,-32.8496586438683,408.1496586438683,412.1666666666667,23.49945196008286
2023-01-05,506c34,AFR36VP,AFR,355.1,32025,352.1,44.869,1.437,50,C1,Jan,Air France,9.249523693847657,-27.68213123779297,-28.690709538799457,383.7907095387995,412.1666666666667,23.49945196008286
2023-01-06,392af8,AFR24ZX,AFR,492.8,33998,23,45.608,-0.464,859,C1,Jan,Air France,34.578942946777346,19.26535979980469,31.244926598788275,461.55507340121176,451.9888888888889,24.19599369960059
2023-01-06,3986ec,AFR41WR,AFR,472.1,36000,358.9,46.25,0.477,468,C1,Jan,Air France,37.517482321777344,21.581262924804687,20.857046053794306,451.2429539462057,451.9888888888889,24.19599369960059
2023-01-06,345692,IBE33LC,IBE,470.4,38003,21,45.86,-0.331,1118,C1,Jan,Iberia,35.816622321777345,20.571377299804688,32.04056469428029,438.35943530571967,451.9888888888889,24.19599369960059
2023-01-06,3420ca,IBE34TB,IBE,466.1,34475,25.7,46.139,0.146,215,C1,Jan,Iberia,38.709602946777345,23.077108549804688,37.58102321143135,428.5189767885687,451.9888888888889,24.19599369960059
2023-01-06,342581,VLG46YA,VLG,444.1,35985,339.3,44.987,-0.071,2063,C1,Jan,Vueling,29.248569196777343,13.380687924804688,2.1782512200581685,441.9217487799419,451.9888888888889,24.19599369960059
2023-01-06,407794,EZY26XU,EZY,438.7,36001,341.9,44.097,0.573,1144,C1,Jan,easyJet,20.683524196777345,13.168080424804687,6.090584149481088,432.60941585051893,451.9888888888889,24.19599369960059
2023-01-06,3c48f2,EWG87TK,EWG,435.8,38005,354.1,44.255,1.142,1249,C1,Jan,Eurowings,20.098853571777344,14.504470424804687,12.36162544718755,423.43837455281243,451.9888888888889,24.19599369960059
2023-01-06,406133,EZY45BN,EZY,425,37984,340.2,45.478,-0.037,1622,C1,Jan,easyJet,32.26303982177734,16.66091792480469,4.747222258553601,420.2527777414464,451.9888888888889,24.19599369960059
2023-01-06,400d91,EZY68XT,EZY,422.9,37793,336.7,44.311,0.238,1267,C1,Jan,easyJet,24.745846071777343,13.995731049804688,3.0662204161372415,419.83377958386274,451.9888888888889,24.19599369960059
2023-01-07,398562,AFR31HT,AFR,516.5,35447,22.6,45.829,-0.309,472,C1,Jan,Air France,35.760029812011716,53.95339459716797,63.552737334965016,452.947262665035,477.76,31.933096728420594
2023-01-07,345248,VLG4ZG,VLG,507.9,36027,29.3,45.668,-0.398,741,C1,Jan,Vueling,39.23008793701172,55.42266428466797,67.5309191359177,440.36908086408226,477.76,31.933096728420594
2023-01-07,39856d,AFR11FK,AFR,506.9,36001,22.7,45.881,-0.197,479,C1,Jan,Air France,36.20043106201172,55.39608834716797,65.07496658872104,441.8250334112789,477.76,31.933096728420594
2023-01-07,346499,IBE33LC,IBE,504.1,36003,23.4,45.981,-0.369,953,C1,Jan,Iberia,36.20043106201172,55.39608834716797,65.21694116175964,438.8830588382404,477.76,31.933096728420594
2023-01-07,39e682,AFR63QU,AFR,492.2,37253,26.4,45.969,-0.357,458,C1,Jan,Air France,36.20043106201172,55.39608834716797,65.71491295564904,426.48508704435096,477.76,31.933096728420594
2023-01-07,4075df,EZY51EW,EZY,465.6,34770,343.1,44.992,-0.226,1814,C1,Jan,easyJet,35.08424168701172,45.65410897216797,33.483405613471064,432.11659438652896,477.76,31.933096728420594
2023-01-07,3444d1,VLG46YA,VLG,456,35997,337.4,44.817,-0.039,1704,C1,Jan,Vueling,33.59598918701172,40.14529678466797,24.1517666559404,431.8482333440596,477.76,31.933096728420594
2023-01-07,393322,AFR13LP,AFR,455,33995,357.3,45.858,1.171,865,C1,Jan,Air France,32.95057356201172,35.08068240966797,33.48955389642049,421.5104461035795,477.76,31.933096728420594
2023-01-07,3424d1,VLG9VT,VLG,452.6,35997,355.3,43.032,1.255,30,C1,Jan,Vueling,31.40157606201172,15.566351159667969,12.94100923090935,439.6589907690907,477.76,31.933096728420594
2023-01-07,406540,EZY65LZ,EZY,420.8,32036,338.4,44.664,0.035,612,C1,Jan,easyJet,33.59598918701172,40.14529678466797,24.958644477921542,395.84135552207846,477.76,31.933096728420594
2023-01-08,3965b4,AFR443,AFR,515.8,36000,27,46.428,-0.036,95,C1,Jan,Air France,82.7523380834961,19.670642846679687,55.09544643251317,460.70455356748676,468.3333333333333,40.786057666805696
2023-01-08,346183,VLG6ZA,VLG,505.9,32040,17.7,43.818,1.369,28,C1,Jan,Vueling,66.4498987084961,13.345569721679688,32.91677632176123,472.98322367823874,468.3333333333333,40.786057666805696
2023-01-08,398567,AFR11FK,AFR,504.1,34000,21.2,45.836,-0.262,513,C1,Jan,Air France,88.8040587084961,19.79592940917969,50.569945707365136,453.5300542926349,468.3333333333333,40.786057666805696
2023-01-08,345041,VLG8WC,VLG,500.2,34009,29.8,45.362,-0.689,382,C1,Jan,Vueling,88.68256870849609,19.11254815917969,60.658136463545674,439.54186353645434,468.3333333333333,40.786057666805696
2023-01-08,345691,IBE33LC,IBE,474.1,36003,22.3,45.955,-0.398,1027,C1,Jan,Iberia,87.79417308349609,21.963766596679687,53.63513005489324,420.4648699451068,468.3333333333333,40.786057666805696
2023-01-08,398572,AFR41WR,AFR,452,37995,9.7,46.03,0.19,433,C1,Jan,Air France,86.60205245849609,18.42916690917969,32.75721984258374,419.2427801574163,468.3333333333333,40.786057666805696
2023-01-08,3443d2,VLG8ED,VLG,435.5,34002,338.7,43.83,0.04,888,C1,Jan,Vueling,70.2920199584961,13.300010971679688,-13.142159193249356,448.64215919324937,468.3333333333333,40.786057666805696
2023-01-08,3424d1,VLG46YA,VLG,414.5,36004,342.7,44.88,0.108,2119,C1,Jan,Vueling,85.8047743334961,13.759395034179688,-12.37925295918811,426.87925295918814,468.3333333333333,40.786057666805696
2023-01-08,3950cc,AFR13LP,AFR,412.9,35880,357.4,45.53,1.191,640,C1,Jan,Air France,77.71809620849609,15.980384096679687,12.438408330800295,400.46159166919966,468.3333333333333,40.786057666805696
2023-01-09,3472cc,IBE33LC,IBE,435.4,36002,23.6,45.777,-0.213,1313,C1,Jan,Iberia,79.06899026367188,-46.30364742675781,-10.77574298735978,446.17574298735974,393.68461538461537,38.0300286211183
2023-01-09,3944e5,AFR63QU,AFR,435.2,32026,24.1,46.375,0.007,203,C1,Jan,Air France,67.85394463867188,-36.227570551757815,-5.362932104763967,440.56293210476395,393.68461538461537,38.0300286211183
2023-01-09,39856c,AFR11FK,AFR,428.8,35359,18,45.977,-0.002,796,C1,Jan,Air France,74.59663963867187,-40.90493555175781,-15.851276133519114,444.6512761335191,393.68461538461537,38.0300286211183
2023-01-09,345207,VLG5KC,VLG,427.1,36025,341,46.83,3.914,183,C1,Jan,Vueling,54.41411338867187,-13.254570864257813,-30.247945436125654,457.34794543612566,393.68461538461537,38.0300286211183
2023-01-09,3986e6,AFR31HT,AFR,423.6,34000,18.6,46.575,0.203,30,C1,Jan,Air France,66.92758338867188,-33.90027773925781,-10.782436561179964,434.38243656118,393.68461538461537,38.0300286211183
2023-01-09,3944f1,AFR94QY,AFR,410.9,32992,350.3,46.876,0.512,64,C1,Jan,Air France,60.97457338867188,-29.45070648925781,-39.30323159307705,450.203231593077,393.68461538461537,38.0300286211183
2023-01-09,345043,VLG8WC,VLG,405.5,32039,25.1,45.212,-0.565,285,C1,Jan,Vueling,87.13288901367187,-51.76690086425781,-9.91676902243691,415.41676902243694,393.68461538461537,38.0300286211183
2023-01-09,3986ed,AFR41WR,AFR,384,35535,355.1,45.856,0.604,805,C1,Jan,Air France,76.98847401367188,-38.653573989257815,-45.08842519245317,429.0884251924532,393.68461538461537,38.0300286211183
2023-01-09,346111,VLG1377,VLG,376.8,35977,352.9,43.955,1.257,1112,C1,Jan,Vueling,100.54994088867187,-48.517043364257816,-60.57313284213739,437.3731328421374,393.68461538461537,38.0300286211183
2023-01-09,407793,EZY83QN,EZY,359.2,36006,343.6,43.078,0.764,97,C1,Jan,easyJet,108.67458463867187,-42.772844301757814,-71.71592781817947,430.91592781817945,393.68461538461537,38.0300286211183
2023-01-09,406319,EZY45BN,EZY,358.7,36911,341.8,44.939,0.303,2323,C1,Jan,easyJet,89.56268901367187,-47.38946430175781,-72.99222179821678,431.6922217982168,393.68461538461537,38.0300286211183
2023-01-09,406542,EZY86KF,EZY,356.9,36001,339.9,43.768,0.317,993,C1,Jan,easyJet,104.46799338867187,-51.18982336425781,-83.97350758904106,440.873507589041,393.68461538461537,38.0300286211183
2023-01-09,506c34,AFR36VP,AFR,315.8,32025,339.3,44.71,1.431,30,C1,Jan,Air France,88.63632776367187,-42.609592114257815,-71.1896007088088,386.9896007088088,393.68461538461537,38.0300286211183
2023-01-10,34134d,IBE34TB,IBE,437.9,34003,25.7,45.41,-0.368,917,C1,Jan,Iberia,46.478467265625,-34.26700194824219,-10.721398477717297,448.62139847771726,410.3285714285714,18.887457318443996
2023-01-10,345041,VLG4ZG,VLG,436.2,34000,26,44.604,-0.977,37,C1,Jan,Vueling,38.350026953125,-27.228175073242188,-7.66097635258803,443.860976352588,410.3285714285714,18.887457318443996
2023-01-10,3944e7,AFR63QU,AFR,432.2,33991,23.6,45.847,-0.336,903,C1,Jan,Air France,47.993295703125,-34.85167257324219,-12.722704305062578,444.92270430506255,410.3285714285714,18.887457318443996
2023-01-10,346147,IBE33LC,IBE,424.1,34329,21.7,45.621,-0.153,1313,C1,Jan,Iberia,46.478467265625,-34.26700194824219,-14.65332508441011,438.7533250844101,410.3285714285714,18.887457318443996
2023-01-10,39856c,AFR11FK,AFR,422.7,34000,18.3,45.643,-0.238,722,C1,Jan,Air France,47.993295703125,-34.85167257324219,-18.019533091675587,440.7195330916756,410.3285714285714,18.887457318443996
2023-01-10,34610d,VLG143X,VLG,417.9,36001,19.5,45.338,-0.451,1067,C1,Jan,Vueling,44.329612890625,-31.22215882324219,-14.633773498189418,432.5337734981894,410.3285714285714,18.887457318443996
2023-01-10,398560,AFR41WR,AFR,414.7,34000,358.6,45.361,0.508,1105,C1,Jan,Air France,44.838352265625,-42.45239069824219,-43.53521683643075,458.2352168364307,410.3285714285714,18.887457318443996
2023-01-10,3c55c2,EWG71JB,EWG,406.5,38017,24.3,46.968,0.745,37,C1,Jan,Eurowings,44.895300703125,-48.048523823242185,-25.3165211767692,431.8165211767692,410.3285714285714,18.887457318443996
2023-01-10,3444c9,VLG6ZA,VLG,398.3,34002,352.4,44.677,1.148,1841,C1,Jan,Vueling,40.779826953125,-49.62030069824219,-54.57780587218253,452.87780587218253,410.3285714285714,18.887457318443996
2023-01-10,344698,VLG8ED,VLG,397.1,36001,342.6,43.383,0.34,438,C1,Jan,Vueling,35.996158203125,-37.372590073242186,-46.42675229623269,443.5267522962327,410.3285714285714,18.887457318443996
2023-01-10,34440b,VLG46YA,VLG,396.1,36001,340.5,44.796,0.04,2090,C1,Jan,Vueling,41.911202578125,-37.04608569824219,-48.91142436103388,445.0114243610339,410.3285714285714,18.887457318443996
2023-01-10,344099,VLG92JM,VLG,392.7,36000,352,44.33,1.153,1427,C1,Jan,Vueling,39.906617578125,-47.62330882324219,-52.71376977265056,445.41376977265054,410.3285714285714,18.887457318443996
2023-01-10,346184,VLG9AM,VLG,390.7,36000,352,44.718,1.165,1921,C1,Jan,Vueling,40.779826953125,-49.62030069824219,-54.812854316505565,445.5128543165056,410.3285714285714,18.887457318443996
2023-01-10,400d91,EZY68XT,EZY,377.5,38006,337.5,44.256,0.319,1567,C1,Jan,easyJet,39.826889765625,-39.10382257324219,-51.368312194306725,428.8683121943067,410.3285714285714,18.887457318443996
2023-01-11,347344,IBE33LC,IBE,498.8,36008,25.8,46.113,0.03,857,C1,Jan,Iberia,91.16602481445312,31.151299543457032,67.72438893794627,431.0756110620537,467.85,33.652434735637826
2023-01-11,39856e,AFR11FK,AFR,498.7,34000,19.2,45.921,-0.136,779,C1,Jan,Air France,90.47505043945313,31.47400735595703,59.47753527517361,439.2224647248264,467.85,33.652434735637826
2023-01-11,345207,VLG5FK,VLG,497,33996,26.6,45.503,-0.356,887,C1,Jan,Vueling,88.69446262695313,31.35251735595703,67.74773791160318,429.25226208839683,467.85,33.652434735637826
2023-01-11,344699,VLG8WC,VLG,495.7,36001,25.5,45.424,-0.347,939,C1,Jan,Vueling,88.69446262695313,31.35251735595703,66.48227117916234,429.21772882083764,467.85,33.652434735637826
2023-01-11,346458,IBE34KA,IBE,495.2,35997,25.4,45.803,-0.182,1163,C1,Jan,Iberia,90.18271512695313,30.995640480957032,66.68199091498843,428.51800908501156,467.85,33.652434735637826
2023-01-11,34134e,IBE34TB,IBE,490.4,33975,27,46.616,0.455,37,C1,Jan,Iberia,92.08858950195312,31.747359855957033,70.09444952571528,420.3055504742847,467.85,33.652434735637826
2023-01-11,392af1,AFR63QU,AFR,482.5,36005,22.8,45.683,-0.35,1007,C1,Jan,Air France,90.18271512695313,30.995640480957032,63.52094655954334,418.97905344045665,467.85,33.652434735637826
2023-01-11,3c56f5,EWG87TK,EWG,453.9,35998,354.5,44.641,1.03,1571,C1,Jan,Eurowings,83.47418918945313,35.80968173095703,27.644174580854518,426.2558254191455,467.85,33.652434735637826
2023-01-11,4010ea,EZY64BU,EZY,431.4,37994,345.8,43.577,0.529,591,C1,Jan,easyJet,74.22196637695312,32.71927985595703,13.51235716156042,417.88764283843955,467.85,33.652434735637826
2023-01-11,346186,VLG46YA,VLG,427.8,38002,339.9,44.948,-0.1,2139,C1,Jan,Vueling,83.23500575195312,34.93267579345703,4.200558392375296,423.5994416076247,467.85,33.652434735637826
2023-01-11,405633,EZY51EW,EZY,423.5,37988,341.4,43.314,0.648,340,C1,Jan,easyJet,71.30240981445313,29.917416730957033,5.612215100987324,417.8877848990127,467.85,33.652434735637826
2023-01-11,407573,EZY68XT,EZY,419.3,38007,336.3,44.649,0.028,1847,C1,Jan,easyJet,82.32762731445312,36.31082798095703,0.15706015894485859,419.1429398410552,467.85,33.652434735637826
2023-01-12,3965a7,AFR443,AFR,452.8,36000,25.1,45.978,-0.113,654,C1,Jan,Air France,52.52659895263672,-39.957337280273435,-13.902364978093136,466.70236497809316,405.55,32.615290016450004
2023-01-12,341646,IBE34TB,IBE,421.5,36011,26.9,46.338,0.25,209,C1,Jan,Iberia,54.59572551513672,-39.27395603027344,-10.323415762514895,431.8234157625149,405.55,32.615290016450004
2023-01-12,3472cc,IBE33LC,IBE,419.3,36003,17.9,46.067,0.066,964,C1,Jan,Iberia,52.52659895263672,-39.957337280273435,-21.87878075122214,441.1787807512222,405.55,32.615290016450004
