dep_airport,arr_airport,carrier_group,ac_category,route_type,gcd_km,freq_band,co2_per_km,annual_co2_kg,annual_co2_saving_final
LPA,KTW,narrowbody-mixed,narrowbody,narrowbody,3825,<50,17.5,268000,860
LPA,WAW,narrowbody-mixed,narrowbody,narrowbody,4028,50-200,17.5,3800000,10500
RHO,GDN,narrowbody-mixed,narrowbody,narrowbody,2128,<50,18.3,936000,4730
RHO,KTW,narrowbody-mixed,narrowbody,narrowbody,1720,<50,18.7,837000,5160
RHO,RZE,narrowbody-mixed,narrowbody,narrowbody,1598,<50,18.9,542000,3440
RHO,WAW,narrowbody-mixed,narrowbody,narrowbody,1836,50-200,18.6,1810000,10300
SKG,WAW,narrowbody-mixed,narrowbody,narrowbody,1300,50-200,19.4,1610000,12500
SUF,WAW,narrowbody-mixed,narrowbody,narrowbody,1516,<50,19,173000,1080
TFS,KTW,narrowbody-mixed,narrowbody,narrowbody,3890,<50,17.5,1160000,3220
TFS,WAW,narrowbody-mixed,narrowbody,narrowbody,4091,<50,17.5,1210000,3220
ZTH,KTW,narrowbody-mixed,narrowbody,narrowbody,1419,<50,19.1,543000,3870
ZTH,POZ,narrowbody-mixed,narrowbody,narrowbody,1659,<50,18.8,561000,3440
ZTH,RIX,narrowbody-mixed,narrowbody,narrowbody,2142,<50,18.3,39200,215
ZTH,VNO,narrowbody-mixed,narrowbody,narrowbody,1905,<50,18.5,671000,3660
ZTH,WAW,narrowbody-mixed,narrowbody,narrowbody,1600,50-200,18.9,2080000,13500
CDG,TGD,narrowbody-mixed,narrowbody,narrowbody,1489,<50,18,296000,2150
CPH,TGD,narrowbody-mixed,narrowbody,narrowbody,1548,<50,18,55700,430
IST,TGD,narrowbody-mixed,narrowbody,narrowbody,793,<50,20.4,48600,645
LYS,TGD,narrowbody-mixed,narrowbody,narrowbody,1191,<50,18.6,244000,2150
NTE,TGD,narrowbody-mixed,narrowbody,narrowbody,1724,<50,17.9,92600,645
ZRH,TGD,narrowbody-mixed,narrowbody,narrowbody,1014,<50,19.1,272000,2800
AAL,FUE,narrowbody-mixed,narrowbody,narrowbody,3681,<50,6.18,22800,215
ATH,KUN,narrowbody-mixed,narrowbody,narrowbody,1891,<50,17.8,67500,430
BER,KUN,narrowbody-mixed,narrowbody,narrowbody,752,<50,20.7,15600,215
BLL,FUE,narrowbody-mixed,narrowbody,narrowbody,3539,<50,6.22,22000,215
FUE,AAL,narrowbody-mixed,narrowbody,narrowbody,3681,<50,6.18,22800,215
FUE,BLL,narrowbody-mixed,narrowbody,narrowbody,3539,<50,6.22,22000,215
IST,KUN,narrowbody-mixed,narrowbody,narrowbody,1558,<50,18,28000,215
MXP,KUN,narrowbody-mixed,narrowbody,narrowbody,1498,<50,18,27000,215
ACE,FRA,narrowbody-mixed,narrowbody,narrowbody,2993,50-200,17.5,4660000,17400
ACE,FUE,narrowbody-mixed,narrowbody,narrowbody,58,<50,67.8,39300,1940
ACE,MUC,narrowbody-mixed,narrowbody,narrowbody,3056,<50,6.37,273000,2800
AYT,FRA,narrowbody-mixed,narrowbody,narrowbody,2297,50-200,17.5,4780000,23200
BCN,FRA,narrowbody-mixed,narrowbody,narrowbody,1093,<50,18.9,537000,5160
BJV,FRA,narrowbody-mixed,narrowbody,narrowbody,2078,50-200,17.7,2020000,10800
BRI,FRA,narrowbody-mixed,narrowbody,narrowbody,1172,50-200,18.7,2630000,23400
CFU,FRA,narrowbody-mixed,narrowbody,narrowbody,1458,50-200,18.1,2270000,16800
CHQ,FRA,narrowbody-mixed,narrowbody,narrowbody,2042,50-200,17.7,2390000,12900
FCO,FRA,narrowbody-mixed,narrowbody,narrowbody,954,<50,19.4,148000,1500
FCO,MUC,narrowbody-mixed,narrowbody,narrowbody,727,<50,20.9,60900,860
FNC,FRA,narrowbody-mixed,narrowbody,narrowbody,2834,50-200,17.4,5630000,22400
FNC,MUC,narrowbody-mixed,narrowbody,narrowbody,2945,<50,17.5,824000,3220
FRA,ACE,narrowbody-mixed,narrowbody,narrowbody,2993,50-200,17.5,4660000,17400
FRA,ANC,network-longhaul,widebody,transatlantic,7500,<50,13,97800,0
FRA,ANC,network-longhaul,widebody,transatlantic,7500,<50,12.4,2320000,755
FRA,AYT,narrowbody-mixed,narrowbody,narrowbody,2297,50-200,17.5,4780000,23200
FRA,BCN,narrowbody-mixed,narrowbody,narrowbody,1093,<50,18.9,537000,5160
FRA,BGI,network-longhaul,widebody,south_atlantic,7331,<50,13.1,383000,254
FRA,BGI,network-longhaul,widebody,south_atlantic,7331,<50,12.4,2090000,1460
FRA,BJV,narrowbody-mixed,narrowbody,narrowbody,2078,50-200,17.7,2020000,10800
FRA,BRI,narrowbody-mixed,narrowbody,narrowbody,1172,50-200,18.7,2630000,23400
FRA,CFU,narrowbody-mixed,narrowbody,narrowbody,1458,50-200,18.1,2270000,16800
FRA,CHQ,narrowbody-mixed,narrowbody,narrowbody,2042,50-200,17.7,2390000,12900
FRA,CUN,network-longhaul,widebody,south_atlantic,8600,<50,13,5020000,2860
FRA,CUN,network-longhaul,widebody,south_atlantic,8600,50-200,12.3,16400000,9840
FRA,DBV,narrowbody-mixed,narrowbody,narrowbody,1112,200-500,18.8,4500000,42100
FRA,DJE,narrowbody-mixed,narrowbody,narrowbody,1802,50-200,17.9,1770000,10800
FRA,FCO,narrowbody-mixed,narrowbody,narrowbody,954,<50,19.4,148000,1500
FRA,FDF,network-longhaul,widebody,south_atlantic,7311,<50,13.1,191000,127
FRA,FDF,network-longhaul,widebody,south_atlantic,7311,<50,12.4,453000,317
FRA,FNC,narrowbody-mixed,narrowbody,narrowbody,2834,50-200,17.4,5630000,22400
FRA,FUE,narrowbody-mixed,narrowbody,narrowbody,3051,50-200,6.37,3330000,33500
FRA,HER,narrowbody-mixed,narrowbody,narrowbody,2111,50-200,17.7,6380000,33500
FRA,HRG,narrowbody-mixed,narrowbody,narrowbody,3322,<50,6.28,376000,3440
FRA,IBZ,narrowbody-mixed,narrowbody,narrowbody,1362,50-200,18.3,3180000,24900
FRA,JKG,narrowbody-mixed,narrowbody,narrowbody,930,<50,19.5,127000,1290
FRA,JMK,narrowbody-mixed,narrowbody,narrowbody,1933,<50,17.8,1520000,8600
FRA,JMK,narrowbody-mixed,narrowbody,narrowbody,1933,<50,22.3,43000,215
FRA,JSI,narrowbody-mixed,narrowbody,narrowbody,1682,<50,17.9,875000,5590
FRA,JTR,narrowbody-mixed,narrowbody,narrowbody,2033,50-200,17.8,3000000,16300
FRA,KGS,narrowbody-mixed,narrowbody,narrowbody,2086,50-200,17.7,2770000,14600
FRA,KVA,narrowbody-mixed,narrowbody,narrowbody,1603,<50,18,1010000,6880
FRA,LAS,network-longhaul,widebody,transatlantic,8961,<50,12.9,4990000,1260
FRA,LAS,network-longhaul,widebody,transatlantic,8961,50-200,12.3,10200000,2520
FRA,LAS,network-longhaul,widebody,transatlantic,8961,<50,14,1000000,252
FRA,LPA,narrowbody-mixed,narrowbody,narrowbody,3182,200-500,6.33,4810000,46700
FRA,LPA,narrowbody-mixed,narrowbody,narrowbody,3182,<50,7.92,25200,215
FRA,LPA,network-longhaul,widebody,widebody_nonoceanic,3182,<50,38.6,123000,1260
FRA,LPA,network-longhaul,widebody,widebody_nonoceanic,3182,<50,36.7,234000,1260
FRA,LRM,network-longhaul,widebody,south_atlantic,7556,<50,13,394000,254
FRA,LRM,network-longhaul,widebody,south_atlantic,7556,50-200,12.4,5040000,3430
FRA,MAH,narrowbody-mixed,narrowbody,narrowbody,1180,<50,18.7,594000,5380
FRA,MBA,network-longhaul,widebody,widebody_nonoceanic,6700,50-200,37,19100000,54100
FRA,MBA,network-longhaul,widebody,widebody_nonoceanic,6700,50-200,12.5,12100000,102000
FRA,MBJ,network-longhaul,widebody,south_atlantic,8190,<50,13,638000,381
FRA,MBJ,network-longhaul,widebody,south_atlantic,8190,<50,12.3,2430000,1520
FRA,MCO,network-longhaul,widebody,transatlantic,7615,<50,13,1590000,504
FRA,MCO,network-longhaul,widebody,transatlantic,7615,200-500,12.4,24800000,7550
FRA,MCO,network-longhaul,widebody,transatlantic,7615,50-200,14.2,9050000,2270
FRA,MIR,narrowbody-mixed,narrowbody,narrowbody,1595,50-200,18,1580000,10800
FRA,MLE,network-longhaul,widebody,widebody_nonoceanic,7879,<50,13,1130000,7550
FRA,MLE,network-longhaul,widebody,widebody_nonoceanic,7879,50-200,12.4,4870000,35300
FRA,MPL,narrowbody-mixed,narrowbody,narrowbody,795,<50,20.4,195000,2360
FRA,MRU,network-longhaul,widebody,widebody_nonoceanic,9193,<50,12.9,4750000,27700
FRA,MRU,network-longhaul,widebody,widebody_nonoceanic,9193,50-200,12.3,10400000,65500
FRA,PHL,network-longhaul,widebody,transatlantic,6336,<50,37.1,7770000,1010
FRA,PHL,network-longhaul,widebody,transatlantic,6336,50-200,12.6,14600000,5040
FRA,PHL,network-longhaul,widebody,transatlantic,6336,50-200,42.1,15000000,1510
FRA,PMI,narrowbody-mixed,narrowbody,narrowbody,1249,500-1500,18.5,13800000,117000
FRA,PTY,network-longhaul,widebody,south_atlantic,9085,<50,12.9,4700000,2540
FRA,PTY,network-longhaul,widebody,south_atlantic,9085,<50,12.3,560000,317
FRA,PUJ,network-longhaul,widebody,south_atlantic,7508,50-200,13,5190000,3360
FRA,PUJ,network-longhaul,widebody,south_atlantic,7508,50-200,12.4,11000000,7550
FRA,RAK,narrowbody-mixed,narrowbody,narrowbody,2466,50-200,17.3,5600000,25600
FRA,RHO,narrowbody-mixed,narrowbody,narrowbody,2176,50-200,17.6,3060000,15700
FRA,RMF,narrowbody-mixed,narrowbody,narrowbody,3515,<50,6.22,591000,5380
FRA,RSW,network-longhaul,widebody,transatlantic,7799,<50,13,710000,252
FRA,RSW,network-longhaul,widebody,transatlantic,7799,50-200,12.4,10300000,3020
FRA,SKG,narrowbody-mixed,narrowbody,narrowbody,1539,<50,18,27700,215
FRA,SLC,network-longhaul,widebody,transatlantic,8372,<50,13,1960000,504
FRA,SLC,network-longhaul,widebody,transatlantic,8372,<50,12.3,2070000,504
FRA,SPC,narrowbody-mixed,narrowbody,narrowbody,3249,<50,6.31,184000,1720
FRA,SVL,narrowbody-mixed,narrowbody,narrowbody,1817,<50,17.9,97400,645
FRA,SWF,network-longhaul,widebody,transatlantic,6146,<50,12.7,312000,0
FRA,TFS,narrowbody-mixed,narrowbody,narrowbody,3236,200-500,6.31,4880000,46700
FRA,TFS,network-longhaul,widebody,widebody_nonoceanic,3236,<50,38.5,125000,1260
FRA,TFS,network-longhaul,widebody,widebody_nonoceanic,3236,<50,36.7,119000,1260
FRA,TPA,network-longhaul,widebody,transatlantic,7736,50-200,13,6040000,1760
FRA,TPA,network-longhaul,widebody,transatlantic,7736,50-200,12.4,17800000,5290
FRA,VAR,narrowbody-mixed,narrowbody,narrowbody,1645,<50,17.9,1360000,9030
FRA,WDH,network-longhaul,widebody,widebody_nonoceanic,8103,50-200,13,11600000,78100
FRA,WDH,network-longhaul,widebody,widebody_nonoceanic,8103,200-500,12.3,37400000,263000
FRA,XRY,narrowbody-mixed,narrowbody,narrowbody,1883,50-200,17.8,2080000,12000
FRA,YHZ,network-longhaul,widebody,transatlantic,5232,<50,37.7,8870000,1260
FRA,YHZ,network-longhaul,widebody,transatlantic,5232,<50,35.9,4500000,755
FRA,YVR,network-longhaul,widebody,transatlantic,8060,<50,13,210000,0
FRA,YVR,network-longhaul,widebody,transatlantic,8060,50-200,12.4,8160000,2270
FRA,YYC,network-longhaul,widebody,transatlantic,7527,50-200,13,5000000,1510
FRA,YYC,network-longhaul,widebody,transatlantic,7527,50-200,12.4,10000000,3020
FRA,YYZ,network-longhaul,widebody,transatlantic,6341,<50,37.1,236000,0
FRA,YYZ,network-longhaul,widebody,transatlantic,6341,50-200,12.6,6660000,2270
FRA,ZTH,narrowbody-mixed,narrowbody,narrowbody,1677,<50,17.9,571000,3660
FUE,FRA,narrowbody-mixed,narrowbody,narrowbody,3051,50-200,6.37,3330000,33500
FUE,MUC,narrowbody-mixed,narrowbody,narrowbody,3114,<50,6.35,574000,5590
HER,FRA,narrowbody-mixed,narrowbody,narrowbody,2111,50-200,17.7,6380000,33500
IBZ,FRA,narrowbody-mixed,narrowbody,narrowbody,1362,50-200,18.3,3180000,24900
JKG,FRA,narrowbody-mixed,narrowbody,narrowbody,930,<50,19.5,127000,1290
JMK,FRA,narrowbody-mixed,narrowbody,narrowbody,1933,<50,17.8,1520000,8600
JMK,FRA,narrowbody-mixed,narrowbody,narrowbody,1933,<50,22.3,43000,215
JSI,FRA,narrowbody-mixed,narrowbody,narrowbody,1682,<50,17.9,995000,6450
JTR,FRA,narrowbody-mixed,narrowbody,narrowbody,2033,50-200,17.8,3000000,16300
KGS,FRA,narrowbody-mixed,narrowbody,narrowbody,2086,50-200,17.7,2770000,14600
KVA,FRA,narrowbody-mixed,narrowbody,narrowbody,1603,<50,18,893000,6020
KVA,JSI,narrowbody-mixed,narrowbody,narrowbody,214,<50,33.2,28400,860
LPA,FRA,narrowbody-mixed,narrowbody,narrowbody,3182,200-500,6.33,4810000,46700
LPA,FRA,narrowbody-mixed,narrowbody,narrowbody,3182,<50,7.92,25200,215
LPA,FRA,network-longhaul,widebody,widebody_nonoceanic,3182,<50,38.6,123000,1260
LPA,FRA,network-longhaul,widebody,widebody_nonoceanic,3182,<50,36.7,234000,1260
LPA,MUC,narrowbody-mixed,narrowbody,narrowbody,3252,<50,6.3,1000000,9680
MAH,FRA,narrowbody-mixed,narrowbody,narrowbody,1180,<50,18.7,594000,5380
MPL,FRA,narrowbody-mixed,narrowbody,narrowbody,795,<50,20.4,195000,2360
MUC,ACE,narrowbody-mixed,narrowbody,narrowbody,3056,<50,6.37,467000,4730
MUC,FCO,narrowbody-mixed,narrowbody,narrowbody,727,<50,20.9,60900,860
MUC,FNC,narrowbody-mixed,narrowbody,narrowbody,2945,<50,17.5,824000,3220
MUC,FUE,narrowbody-mixed,narrowbody,narrowbody,3114,<50,6.35,376000,3660
MUC,LPA,narrowbody-mixed,narrowbody,narrowbody,3252,<50,6.3,1000000,9680
MUC,RAK,narrowbody-mixed,narrowbody,narrowbody,2498,<50,17.3,605000,2800
MUC,TFS,narrowbody-mixed,narrowbody,narrowbody,3315,<50,6.28,958000,9030
PMI,FRA,narrowbody-mixed,narrowbody,narrowbody,1249,500-1500,18.5,13800000,117000
RHO,FRA,narrowbody-mixed,narrowbody,narrowbody,2176,50-200,17.6,3060000,15700
SKG,FRA,narrowbody-mixed,narrowbody,narrowbody,1539,<50,18,27700,215
SPC,FRA,narrowbody-mixed,narrowbody,narrowbody,3249,<50,6.31,184000,1720
SVL,FRA,narrowbody-mixed,narrowbody,narrowbody,1817,<50,17.9,64900,430
TFS,FRA,narrowbody-mixed,narrowbody,narrowbody,3236,200-500,6.31,4880000,46700
TFS,FRA,network-longhaul,widebody,widebody_nonoceanic,3236,<50,38.5,125000,1260
TFS,FRA,network-longhaul,widebody,widebody_nonoceanic,3236,<50,36.7,119000,1260
TFS,MUC,narrowbody-mixed,narrowbody,narrowbody,3315,<50,6.28,958000,9030
XRY,FRA,narrowbody-mixed,narrowbody,narrowbody,1883,50-200,17.8,2080000,12000
ZTH,FRA,narrowbody-mixed,narrowbody,narrowbody,1677,<50,17.9,571000,3660
AMS,KIV,narrowbody-mixed,narrowbody,narrowbody,1830,50-200,17.9,2290000,13800
AMS,KIV,narrowbody-mixed,narrowbody,narrowbody,1830,<50,22.3,736000,3440
BCN,KIV,narrowbody-mixed,narrowbody,narrowbody,2219,50-200,17.6,2450000,12300
BER,KIV,narrowbody-mixed,narrowbody,narrowbody,1260,50-200,18.5,1260000,10500
BER,KIV,regional-other,borderline,narrowbody,1260,<50,20.4,283000,538
BLQ,KIV,narrowbody-mixed,narrowbody,narrowbody,1390,50-200,18.2,1290000,9890
BLQ,KIV,regional-other,borderline,narrowbody,1390,<50,20.1,840000,1500
BRU,KIV,narrowbody-mixed,narrowbody,narrowbody,1828,50-200,17.9,3100000,18500
BRU,KIV,regional-other,borderline,narrowbody,1828,<50,19.5,35700,0
CDG,KIV,narrowbody-mixed,narrowbody,narrowbody,1967,50-200,17.8,3610000,20200
CDG,KIV,regional-other,borderline,narrowbody,1967,<50,19.4,762000,968
DUB,KIV,narrowbody-mixed,narrowbody,narrowbody,2577,50-200,17.3,7590000,33300
DUB,KIV,narrowbody-mixed,narrowbody,narrowbody,2577,<50,8.31,193000,1720
DUB,KIV,regional-other,borderline,narrowbody,2577,<50,7.28,18800,0
DUS,KIV,narrowbody-mixed,narrowbody,narrowbody,1675,<50,16.3,27300,215
DUS,KIV,narrowbody-mixed,narrowbody,narrowbody,1675,50-200,17.9,3210000,20900
DUS,KIV,regional-other,borderline,narrowbody,1675,<50,19.7,33000,0
FCO,KIV,narrowbody-mixed,narrowbody,narrowbody,1439,<50,18.1,1200000,9030
FCO,KIV,narrowbody-mixed,narrowbody,narrowbody,1439,<50,22.7,588000,3440
FCO,KIV,regional-other,borderline,narrowbody,1439,<50,20.1,28900,0
HHN,KIV,narrowbody-mixed,narrowbody,narrowbody,1625,50-200,18,2710000,18300
IST,KIV,narrowbody-mixed,narrowbody,narrowbody,628,200-500,21.9,4800000,68400
IST,KIV,narrowbody-mixed,narrowbody,narrowbody,628,<50,27.3,463000,5380
IST,KIV,regional-other,borderline,narrowbody,628,<50,23.6,710000,2360
LCA,KIV,narrowbody-mixed,narrowbody,narrowbody,1395,<50,18.2,50800,430
LCA,KIV,regional-other,borderline,narrowbody,1395,<50,20.1,1120000,1940
LIS,KIV,narrowbody-mixed,narrowbody,narrowbody,3195,<50,6.32,849000,8170
LTN,KIV,narrowbody-mixed,narrowbody,narrowbody,2171,200-500,17.6,8330000,42600
LTN,KIV,regional-other,borderline,narrowbody,2171,50-200,7.57,822000,2470
MAD,KIV,narrowbody-mixed,narrowbody,narrowbody,2684,<50,17.4,560000,2360
MUC,KIV,narrowbody-mixed,narrowbody,narrowbody,1289,50-200,18.4,1190000,9890
MUC,KIV,regional-other,borderline,narrowbody,1289,<50,20.4,26200,0
MXP,KIV,narrowbody-mixed,narrowbody,narrowbody,1553,50-200,18,2150000,15000
MXP,KIV,regional-other,borderline,narrowbody,1553,<50,19.9,30900,0
NCE,KIV,narrowbody-mixed,narrowbody,narrowbody,1730,50-200,17.9,1640000,10300
PMF,KIV,narrowbody-mixed,narrowbody,narrowbody,1456,50-200,18.1,2690000,20000
PMF,KIV,narrowbody-mixed,narrowbody,narrowbody,1456,<50,22.7,297000,1720
STN,KIV,narrowbody-mixed,narrowbody,narrowbody,2131,50-200,17.6,3270000,17000
STN,KIV,regional-other,borderline,narrowbody,2131,<50,7.61,211000,645
VCE,KIV,narrowbody-mixed,narrowbody,narrowbody,1281,<50,18.4,566000,4730
VLC,KIV,narrowbody-mixed,narrowbody,narrowbody,2501,<50,17.3,952000,4300
VRN,KIV,narrowbody-mixed,narrowbody,narrowbody,1395,50-200,18.2,2210000,17000
VRN,KIV,regional-other,borderline,narrowbody,1395,<50,20.1,562000,968
CDG,AAE,regional-other,narrowbody,narrowbody,1418,<50,19.3,383000,2800
CDG,AAE,narrowbody-mixed,narrowbody,narrowbody,1418,<50,17.7,402000,3220
CDG,AAE,narrowbody-mixed,narrowbody,narrowbody,1418,<50,19.1,27100,215
CDG,ALG,regional-other,narrowbody,narrowbody,1370,200-500,19.4,5730000,42400
CDG,ALG,narrowbody-mixed,narrowbody,narrowbody,1370,50-200,17.8,3640000,29200
CDG,ALG,narrowbody-mixed,narrowbody,narrowbody,1370,50-200,19.2,2630000,19600
CDG,BJA,regional-other,narrowbody,narrowbody,1381,50-200,19.4,1470000,10800
CDG,BJA,narrowbody-mixed,narrowbody,narrowbody,1381,<50,17.8,738000,5800
CDG,BJA,narrowbody-mixed,narrowbody,narrowbody,1381,<50,19.2,663000,4940
CDG,OUD,narrowbody-mixed,narrowbody,narrowbody,1621,<50,18.8,183000,1080
LIL,ALG,regional-other,narrowbody,narrowbody,1540,<50,19.1,884000,5800
LIL,ALG,narrowbody-mixed,narrowbody,narrowbody,1540,<50,17.6,1050000,7520
LIL,ALG,narrowbody-mixed,narrowbody,narrowbody,1540,<50,18.9,1400000,9460
LIL,BJA,regional-other,narrowbody,narrowbody,1547,<50,19.1,355000,2360
LIL,BJA,narrowbody-mixed,narrowbody,narrowbody,1547,<50,17.5,54300,430
LIL,BJA,narrowbody-mixed,narrowbody,narrowbody,1547,<50,18.9,87800,645
LIL,ORN,regional-other,narrowbody,narrowbody,1685,<50,19,480000,3010
LIL,ORN,narrowbody-mixed,narrowbody,narrowbody,1685,<50,17.4,733000,4940
LIL,ORN,narrowbody-mixed,narrowbody,narrowbody,1685,<50,18.8,727000,4520
LIL,QSF,regional-other,narrowbody,narrowbody,1608,<50,19.1,61300,430
LIL,QSF,narrowbody-mixed,narrowbody,narrowbody,1608,<50,17.5,309000,2150
LIL,QSF,narrowbody-mixed,narrowbody,narrowbody,1608,<50,18.8,90900,645
LIL,TLM,narrowbody-mixed,narrowbody,narrowbody,1765,<50,17.3,30600,215
LIL,TLM,narrowbody-mixed,narrowbody,narrowbody,1765,<50,18.7,593000,3440
LYS,ALG,regional-other,narrowbody,narrowbody,1015,50-200,20.2,1950000,18500
LYS,ALG,narrowbody-mixed,narrowbody,narrowbody,1015,<50,18.7,721000,7520
LYS,ALG,narrowbody-mixed,narrowbody,narrowbody,1015,50-200,20.2,1170000,11200
MLH,ALG,regional-other,narrowbody,narrowbody,1263,<50,19.6,396000,3220
MLH,ALG,narrowbody-mixed,narrowbody,narrowbody,1263,<50,18,319000,2800
MLH,ALG,narrowbody-mixed,narrowbody,narrowbody,1263,<50,19.5,393000,3220
MLH,CZL,regional-other,narrowbody,narrowbody,1262,<50,19.6,98800,860
MLH,CZL,narrowbody-mixed,narrowbody,narrowbody,1262,<50,18,250000,2150
MLH,CZL,narrowbody-mixed,narrowbody,narrowbody,1262,<50,19.5,393000,3220
MLH,ORN,narrowbody-mixed,narrowbody,narrowbody,1490,<50,19,56600,430
PGF,ORN,regional-other,narrowbody,narrowbody,845,<50,20.9,35300,430
PGF,ORN,narrowbody-mixed,narrowbody,narrowbody,845,<50,19.7,183000,2150
PGF,ORN,narrowbody-mixed,narrowbody,narrowbody,845,<50,21.2,233000,2580
SXB,OUD,regional-other,narrowbody,narrowbody,1717,<50,19,32600,215
SXB,OUD,narrowbody-mixed,narrowbody,narrowbody,1717,<50,17.4,29800,215
SXB,OUD,narrowbody-mixed,narrowbody,narrowbody,1717,<50,18.7,257000,1500
ATH,AUH,narrowbody-mixed,narrowbody,narrowbody,3262,50-200,7.89,3860000,29200
AYT,AUH,narrowbody-mixed,narrowbody,narrowbody,2655,50-200,8.25,1160000,10300
ESB,AUH,narrowbody-mixed,narrowbody,narrowbody,2667,50-200,8.24,3710000,33100
JTR,AUH,narrowbody-mixed,narrowbody,narrowbody,3080,<50,7.97,1050000,8380
LCA,AUH,narrowbody-mixed,narrowbody,narrowbody,2332,50-200,21.8,4110000,15900
ADB,BTS,narrowbody-mixed,narrowbody,narrowbody,1358,<50,19.2,837000,6240
AYT,BTS,narrowbody-mixed,narrowbody,narrowbody,1672,200-500,18.8,10200000,63400
AYT,KSC,narrowbody-mixed,narrowbody,narrowbody,1519,50-200,19,3570000,24300
AYT,TAT,narrowbody-mixed,narrowbody,narrowbody,1600,<50,18.9,453000,3010
CFU,PVK,narrowbody-mixed,narrowbody,narrowbody,105,<50,51,91000,3220
DLM,BTS,narrowbody-mixed,narrowbody,narrowbody,1585,<50,18.9,479000,3220
GPA,BTS,narrowbody-mixed,narrowbody,narrowbody,1164,<50,19.7,688000,5800
KGS,BTS,narrowbody-mixed,narrowbody,narrowbody,1498,<50,19,455000,3220
KVA,BTS,narrowbody-mixed,narrowbody,narrowbody,996,<50,20.3,303000,3010
LCA,BTS,narrowbody-mixed,narrowbody,narrowbody,2004,<50,18.5,1260000,6660
LEI,BTS,narrowbody-mixed,narrowbody,narrowbody,2028,<50,18.4,561000,3010
MAH,BTS,narrowbody-mixed,narrowbody,narrowbody,1386,<50,19.2,426000,3220
OLB,BTS,narrowbody-mixed,narrowbody,narrowbody,1011,<50,20.2,327000,3220
PVK,BTS,narrowbody-mixed,narrowbody,narrowbody,1065,<50,20,362000,3220
SKG,BTS,narrowbody-mixed,narrowbody,narrowbody,964,<50,20.4,315000,3220
IST,BOM,narrowbody-mixed,narrowbody,narrowbody,4833,50-200,7.5,4930000,26700
IST,BOM,network-longhaul,widebody,widebody_nonoceanic,4833,200-500,55.9,61600000,161000
IST,DEL,narrowbody-mixed,narrowbody,narrowbody,4564,<50,7.52,1060000,6020
IST,DEL,network-longhaul,widebody,widebody_nonoceanic,4564,200-500,55,83400000,234000
AGP,TLV,narrowbody-mixed,narrowbody,narrowbody,3623,<50,6.2,471000,4080
AGP,TLV,narrowbody-mixed,narrowbody,narrowbody,3623,<50,17.6,255000,860
ATH,TLV,narrowbody-mixed,narrowbody,narrowbody,1193,200-500,18.6,5690000,50100
ATH,TLV,narrowbody-mixed,narrowbody,narrowbody,1193,<50,19.6,914000,7520
BCN,TLV,narrowbody-mixed,narrowbody,narrowbody,3079,<50,6.36,470000,4730
BCN,TLV,narrowbody-mixed,narrowbody,narrowbody,3079,<50,17.8,1430000,5160
BER,TLV,narrowbody-mixed,narrowbody,narrowbody,2844,50-200,17.4,4660000,18500
BER,TLV,narrowbody-mixed,narrowbody,narrowbody,2844,<50,17.9,102000,430
BGO,TLV,narrowbody-mixed,narrowbody,narrowbody,3817,<50,6.15,117000,1080
BRU,TLV,narrowbody-mixed,narrowbody,narrowbody,3248,<50,6.31,184000,1720
CDG,TLV,narrowbody-mixed,narrowbody,narrowbody,3281,<50,17.7,58100,215
CFU,TLV,narrowbody-mixed,narrowbody,narrowbody,1588,50-200,18,1660000,11400
CFU,TLV,narrowbody-mixed,narrowbody,narrowbody,1588,<50,18.9,89900,645
CGN,TLV,narrowbody-mixed,narrowbody,narrowbody,3085,<50,17.8,220000,860
CHQ,TLV,narrowbody-mixed,narrowbody,narrowbody,1064,<50,19,767000,7520
CHQ,TLV,narrowbody-mixed,narrowbody,narrowbody,1064,<50,20,85200,860
CTA,TLV,narrowbody-mixed,narrowbody,narrowbody,1904,50-200,17.8,2340000,13500
CTA,TLV,narrowbody-mixed,narrowbody,narrowbody,1904,<50,18.5,141000,860
