Carrier Code,Carrier Name,Dep Airport Code,Arr Airport Code,CalculatorName,ac_category,Dep Region Code,Arr Region Code,annual_flights,annual_co2_kg,mean_co2_flight,gcd_km,pct_affected,saving_per_flight_kg,annual_affected_flights,annual_co2_saving_kg,is_transatlantic,is_widebody,pct_affected_corr,saving_per_flight_corr,annual_affected_corr,annual_co2_saving_corr,is_south_atlantic,annual_co2_saving_final
2W,"World 2 Fly, S.L",MAD,HAV,B772,widebody,EU1,LA1,165,17440149.54,105697.9,7456,0.56,1259,92,115828,FALSE,TRUE,0.56,1259,92,115828,TRUE,10470
2W,"World 2 Fly, S.L",MAD,PUJ,A333,widebody,EU1,LA1,11,908635.83393,82603.3,6564,0.56,1259,6,7554,FALSE,TRUE,0.56,1259,6,7554,TRUE,698
2W,"World 2 Fly, S.L",MAD,PUJ,B772,widebody,EU1,LA1,124,34284049.356,276484.3,6564,0.56,1259,69,86871,FALSE,TRUE,0.56,1259,69,86871,TRUE,7868
2W,"World 2 Fly, S.L",MAD,SDQ,A333,widebody,EU1,LA1,10,839322.2966,83932.2,6687,0.56,1259,6,7554,FALSE,TRUE,0.56,1259,6,7554,TRUE,635
2W,"World 2 Fly, S.L",MAD,SDQ,B772,widebody,EU1,LA1,94,26449935.7864,281382.3,6687,0.56,1259,53,66727,FALSE,TRUE,0.56,1259,53,66727,TRUE,5965
2W,"World 2 Fly, S.L",MAD,SSA,A333,widebody,EU1,LA4,1,86536.15048,86536.2,6928,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,TRUE,63
2W,"World 2 Fly, S.L",MAD,STI,B772,widebody,EU1,LA1,18,5074199.5176,281900,6700,0.56,1259,10,12590,FALSE,TRUE,0.56,1259,10,12590,TRUE,1142
2W,"World 2 Fly, S.L",SVQ,BUD,B772,widebody,EU1,EU2,2,199170.83694,99585.4,2327,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
2W,"World 2 Fly, S.L",VIE,SVQ,B772,widebody,EU1,EU1,1,93485.82929,93485.8,2169,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
3F,Flyone Armenia,CDG,EVN,A320,narrowbody,EU1,EU2,142,3028179.63398,21325.2,3409,0.91,215,129,27735,FALSE,FALSE,0.91,215,129,27735,FALSE,27735
3F,Flyone Armenia,DUS,EVN,A320,narrowbody,EU1,EU2,56,1112048.37072,19858,3129,0.91,215,51,10965,FALSE,FALSE,0.91,215,51,10965,FALSE,10965
3F,Flyone Armenia,IST,EVN,A319,narrowbody,EU1,EU2,5,110591.32809999998,22118.3,1321,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
3F,Flyone Armenia,IST,EVN,A320,narrowbody,EU1,EU2,162,3924963.99198,24228.2,1321,0.91,215,147,31605,FALSE,FALSE,0.91,215,147,31605,FALSE,31605
3F,Flyone Armenia,IST,EVN,B732,borderline,EU1,EU2,24,643155.8599200001,26798.2,1321,0.455,107.5,11,1182,FALSE,FALSE,0.455,107.5,11,1182,FALSE,1182
3F,Flyone Armenia,LCA,EVN,A320,narrowbody,EU1,EU2,86,1803775.02434,20974.1,1114,0.91,215,78,16770,FALSE,FALSE,0.91,215,78,16770,FALSE,16770
3F,Flyone Armenia,LCA,EVN,B732,borderline,EU1,EU2,3,69526.88118,23175.6,1114,0.455,107.5,1,108,FALSE,FALSE,0.455,107.5,1,108,FALSE,108
3F,Flyone Armenia,LYS,EVN,A320,narrowbody,EU1,EU2,83,1689966.92839,20361,3225,0.91,215,76,16340,FALSE,FALSE,0.91,215,76,16340,FALSE,16340
3F,Flyone Armenia,MXP,EVN,A320,narrowbody,EU1,EU2,117,6015783.30444,51417,2942,0.91,215,106,22790,FALSE,FALSE,0.91,215,106,22790,FALSE,22790
3F,Flyone Armenia,MXP,EVN,B732,borderline,EU1,EU2,1,20848.571,20848.6,2942,0.455,107.5,0,0,FALSE,FALSE,0.455,107.5,0,0,FALSE,0
3L,Air Arabia Abu Dhabi,SAW,AUH,A320,narrowbody,EU1,ME1,191,9940617.49407,52045.1,2976,0.91,215,174,37410,FALSE,FALSE,0.91,215,174,37410,FALSE,37410
3L,Air Arabia Abu Dhabi,TZX,AUH,A320,narrowbody,EU1,ME1,78,3134701.7871000003,40188.5,2300,0.91,215,71,15265,FALSE,FALSE,0.91,215,71,15265,FALSE,15265
3O,Air Arabia Maroc,AGP,CMN,A320,narrowbody,EU1,AF1,91,1021844.06051,11229.1,462,0.91,215,83,17845,FALSE,FALSE,0.91,215,83,17845,FALSE,17845
3O,Air Arabia Maroc,AMS,FEZ,A320,narrowbody,EU1,AF1,97,3725997.82293,38412.3,2184,0.91,215,88,18920,FALSE,FALSE,0.91,215,88,18920,FALSE,18920
3O,Air Arabia Maroc,AMS,NDR,A320,narrowbody,EU1,AF1,186,6677634.39534,35901.3,2020,0.91,215,169,36335,FALSE,FALSE,0.91,215,169,36335,FALSE,36335
3O,Air Arabia Maroc,AMS,NDR,A321,narrowbody,EU1,AF1,11,493198.079,44836.2,2020,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
3O,Air Arabia Maroc,AMS,TNG,A320,narrowbody,EU1,AF1,218,7843164.27386,35977.8,2025,0.91,215,198,42570,FALSE,FALSE,0.91,215,198,42570,FALSE,42570
3O,Air Arabia Maroc,BCN,CMN,A320,narrowbody,EU1,AF1,109,2472949.55649,22687.6,1223,0.91,215,99,21285,FALSE,FALSE,0.91,215,99,21285,FALSE,21285
3O,Air Arabia Maroc,BCN,CMN,A321,narrowbody,EU1,AF1,16,454652.82288,28415.8,1223,0.91,215,15,3225,FALSE,FALSE,0.91,215,15,3225,FALSE,3225
3O,Air Arabia Maroc,BCN,FEZ,A320,narrowbody,EU1,AF1,114,2231555.26908,19575,1025,0.91,215,104,22360,FALSE,FALSE,0.91,215,104,22360,FALSE,22360
3O,Air Arabia Maroc,BCN,NDR,A320,narrowbody,EU1,AF1,199,3324628.3827099996,16706.7,829,0.91,215,181,38915,FALSE,FALSE,0.91,215,181,38915,FALSE,38915
3O,Air Arabia Maroc,BCN,NDR,A321,narrowbody,EU1,AF1,15,313103.73945,20873.6,829,0.91,215,14,3010,FALSE,FALSE,0.91,215,14,3010,FALSE,3010
3O,Air Arabia Maroc,BCN,OUD,A320,narrowbody,EU1,AF1,39,635752.7081099999,16301.4,801,0.91,215,35,7525,FALSE,FALSE,0.91,215,35,7525,FALSE,7525
3O,Air Arabia Maroc,BCN,TNG,A320,narrowbody,EU1,AF1,402,7298012.6406,18154.3,929,0.91,215,366,78690,FALSE,FALSE,0.91,215,366,78690,FALSE,78690
3O,Air Arabia Maroc,BGY,CMN,A320,narrowbody,EU1,AF1,328,11710325.04072,35702.2,2007,0.91,215,298,64070,FALSE,FALSE,0.91,215,298,64070,FALSE,64070
3O,Air Arabia Maroc,BGY,CMN,A321,narrowbody,EU1,AF1,39,1738946.4495,44588.4,2007,0.91,215,35,7525,FALSE,FALSE,0.91,215,35,7525,FALSE,7525
3O,Air Arabia Maroc,BIO,TNG,A320,narrowbody,EU1,AF1,84,1465375.2666000002,17444.9,880,0.91,215,76,16340,FALSE,FALSE,0.91,215,76,16340,FALSE,16340
3O,Air Arabia Maroc,BLQ,CMN,A320,narrowbody,EU1,AF1,184,6659360.93232,36192.2,2039,0.91,215,167,35905,FALSE,FALSE,0.91,215,167,35905,FALSE,35905
3O,Air Arabia Maroc,BLQ,CMN,A321,narrowbody,EU1,AF1,27,1220356.40256,45198.4,2039,0.91,215,25,5375,FALSE,FALSE,0.91,215,25,5375,FALSE,5375
3O,Air Arabia Maroc,BOD,FEZ,A320,narrowbody,EU1,AF1,111,2591611.52094,23347.9,1265,0.91,215,101,21715,FALSE,FALSE,0.91,215,101,21715,FALSE,21715
3O,Air Arabia Maroc,BRU,CMN,A320,narrowbody,EU1,AF1,160,6138626.2624,38366.4,2181,0.91,215,146,31390,FALSE,FALSE,0.91,215,146,31390,FALSE,31390
3O,Air Arabia Maroc,BRU,CMN,A321,narrowbody,EU1,AF1,13,622769.2367,47905.3,2181,0.91,215,12,2580,FALSE,FALSE,0.91,215,12,2580,FALSE,2580
3O,Air Arabia Maroc,BRU,FEZ,A320,narrowbody,EU1,AF1,115,4156818.10945,36146.2,2036,0.91,215,105,22575,FALSE,FALSE,0.91,215,105,22575,FALSE,22575
3O,Air Arabia Maroc,BRU,NDR,A320,narrowbody,EU1,AF1,240,8000890.7952,33337,1868,0.91,215,218,46870,FALSE,FALSE,0.91,215,218,46870,FALSE,46870
3O,Air Arabia Maroc,BRU,NDR,A321,narrowbody,EU1,AF1,93,3874954.88229,41666.2,1868,0.91,215,85,18275,FALSE,FALSE,0.91,215,85,18275,FALSE,18275
3O,Air Arabia Maroc,BRU,OUD,A320,narrowbody,EU1,AF1,117,3892428.6804,33268.6,1864,0.91,215,106,22790,FALSE,FALSE,0.91,215,106,22790,FALSE,22790
3O,Air Arabia Maroc,BRU,TNG,A320,narrowbody,EU1,AF1,437,14657992.240579998,33542.3,1880,0.91,215,398,85570,FALSE,FALSE,0.91,215,398,85570,FALSE,85570
3O,Air Arabia Maroc,BSL,CMN,A320,narrowbody,EU1,AF1,129,4641138.49233,35977.8,2025,0.91,215,117,25155,FALSE,FALSE,0.91,215,117,25155,FALSE,25155
3O,Air Arabia Maroc,BSL,CMN,A321,narrowbody,EU1,AF1,47,2111780.67907,44931.5,2025,0.91,215,43,9245,FALSE,FALSE,0.91,215,43,9245,FALSE,9245
3O,Air Arabia Maroc,BSL,FEZ,A320,narrowbody,EU1,AF1,3,98728.18896,32909.4,1843,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
3O,Air Arabia Maroc,BSL,NDR,A320,narrowbody,EU1,AF1,3,88875.16391999999,29625.1,1651,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
3O,Air Arabia Maroc,CDG,FEZ,A320,narrowbody,EU1,AF1,145,4630481.82155,31934.4,1786,0.91,215,132,28380,FALSE,FALSE,0.91,215,132,28380,FALSE,28380
3O,Air Arabia Maroc,CDG,OUD,A320,narrowbody,EU1,AF1,140,4075662.6764,29111.9,1621,0.91,215,127,27305,FALSE,FALSE,0.91,215,127,27305,FALSE,27305
3O,Air Arabia Maroc,CDG,TNG,A320,narrowbody,EU1,AF1,132,3860831.54556,29248.7,1629,0.91,215,120,25800,FALSE,FALSE,0.91,215,120,25800,FALSE,25800
3O,Air Arabia Maroc,CGN,NDR,A320,narrowbody,EU1,AF1,148,5121226.98,34602.9,1942,0.91,215,135,29025,FALSE,FALSE,0.91,215,135,29025,FALSE,29025
3O,Air Arabia Maroc,CGN,NDR,A321,narrowbody,EU1,AF1,24,1037509.69656,43229.6,1942,0.91,215,22,4730,FALSE,FALSE,0.91,215,22,4730,FALSE,4730
3O,Air Arabia Maroc,CGN,TNG,A320,narrowbody,EU1,AF1,16,563499.18512,35218.7,1978,0.91,215,15,3225,FALSE,FALSE,0.91,215,15,3225,FALSE,3225
3O,Air Arabia Maroc,CIY,CMN,A320,narrowbody,EU1,AF1,2,72690.58826,36345.3,2049,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
3O,Air Arabia Maroc,CTA,CMN,A320,narrowbody,EU1,AF1,99,3666396.91968,37034.3,2094,0.91,215,90,19350,FALSE,FALSE,0.91,215,90,19350,FALSE,19350
3O,Air Arabia Maroc,CTA,CMN,A321,narrowbody,EU1,AF1,18,832443.2676,46246.8,2094,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
3O,Air Arabia Maroc,CUF,CMN,A320,narrowbody,EU1,AF1,122,3927295.48276,32190.9,1801,0.91,215,111,23865,FALSE,FALSE,0.91,215,111,23865,FALSE,23865
3O,Air Arabia Maroc,CUF,CMN,A321,narrowbody,EU1,AF1,13,523258.84702,40250.7,1801,0.91,215,12,2580,FALSE,FALSE,0.91,215,12,2580,FALSE,2580
3O,Air Arabia Maroc,GVA,CMN,A320,narrowbody,EU1,AF1,73,2399888.46339,32875.2,1841,0.91,215,66,14190,FALSE,FALSE,0.91,215,66,14190,FALSE,14190
3O,Air Arabia Maroc,GVA,CMN,A321,narrowbody,EU1,AF1,19,780819.35944,41095.8,1841,0.91,215,17,3655,FALSE,FALSE,0.91,215,17,3655,FALSE,3655
3O,Air Arabia Maroc,HHN,NDR,A320,narrowbody,EU1,AF1,25,828721.9892499999,33148.9,1857,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
3O,Air Arabia Maroc,HHN,NDR,A321,narrowbody,EU1,AF1,24,994410.8604,41433.8,1857,0.91,215,22,4730,FALSE,FALSE,0.91,215,22,4730,FALSE,4730
3O,Air Arabia Maroc,IST,FEZ,A320,narrowbody,EU1,AF1,65,1265906.5945499998,19475.5,3056,0.91,215,59,12685,FALSE,FALSE,0.91,215,59,12685,FALSE,12685
3O,Air Arabia Maroc,LGW,TNG,A320,narrowbody,EU1,AF1,157,4976095.23998,31694.9,1772,0.91,215,143,30745,FALSE,FALSE,0.91,215,143,30745,FALSE,30745
3O,Air Arabia Maroc,LIL,OUD,A320,narrowbody,EU1,AF1,12,385675.54488,32139.6,1798,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
3O,Air Arabia Maroc,LYS,CMN,A320,narrowbody,EU1,AF1,174,5434544.36466,31233,1745,0.91,215,158,33970,FALSE,FALSE,0.91,215,158,33970,FALSE,33970
3O,Air Arabia Maroc,LYS,CMN,A321,narrowbody,EU1,AF1,68,2656595.11564,39067.6,1745,0.91,215,62,13330,FALSE,FALSE,0.91,215,62,13330,FALSE,13330
3O,Air Arabia Maroc,LYS,FEZ,A320,narrowbody,EU1,AF1,150,4217959.7055,28119.7,1563,0.91,215,136,29240,FALSE,FALSE,0.91,215,136,29240,FALSE,29240
3O,Air Arabia Maroc,LYS,OUD,A320,narrowbody,EU1,AF1,12,296208.64116,24684.1,1350,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
3O,Air Arabia Maroc,LYS,TNG,A320,narrowbody,EU1,AF1,87,2273335.7058900003,26130.3,1442,0.91,215,79,16985,FALSE,FALSE,0.91,215,79,16985,FALSE,16985
3O,Air Arabia Maroc,MAD,NDR,A320,narrowbody,EU1,AF1,28,378805.60284,13528.8,613,0.91,215,25,5375,FALSE,FALSE,0.91,215,25,5375,FALSE,5375
3O,Air Arabia Maroc,MAD,TNG,A320,narrowbody,EU1,AF1,163,2096272.41937,12860.6,568,0.91,215,148,31820,FALSE,FALSE,0.91,215,148,31820,FALSE,31820
3O,Air Arabia Maroc,MPL,CMN,A320,narrowbody,EU1,AF1,133,3621619.54861,27230.2,1511,0.91,215,121,26015,FALSE,FALSE,0.91,215,121,26015,FALSE,26015
3O,Air Arabia Maroc,MPL,FEZ,A320,narrowbody,EU1,AF1,255,6178184.06145,24228.2,1321,0.91,215,232,49880,FALSE,FALSE,0.91,215,232,49880,FALSE,49880
3O,Air Arabia Maroc,MPL,NDR,A320,narrowbody,EU1,AF1,130,2753203.5024,21178.5,1127,0.91,215,118,25370,FALSE,FALSE,0.91,215,118,25370,FALSE,25370
3O,Air Arabia Maroc,MPL,NDR,A321,narrowbody,EU1,AF1,2,53036.18008,26518.1,1127,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
3O,Air Arabia Maroc,MPL,OUD,A320,narrowbody,EU1,AF1,56,1161346.36016,20738.3,1099,0.91,215,51,10965,FALSE,FALSE,0.91,215,51,10965,FALSE,10965
3O,Air Arabia Maroc,MPL,TNG,A320,narrowbody,EU1,AF1,28,630851.49092,22530.4,1213,0.91,215,25,5375,FALSE,FALSE,0.91,215,25,5375,FALSE,5375
3O,Air Arabia Maroc,MRS,FEZ,A320,narrowbody,EU1,AF1,146,3658954.75816,25061.3,1374,0.91,215,133,28595,FALSE,FALSE,0.91,215,133,28595,FALSE,28595
3O,Air Arabia Maroc,MRS,OUD,A320,narrowbody,EU1,AF1,35,747849.50625,21367.1,1139,0.91,215,32,6880,FALSE,FALSE,0.91,215,32,6880,FALSE,6880
3O,Air Arabia Maroc,NAP,CMN,A320,narrowbody,EU1,AF1,175,6502440.777,37156.8,2102,0.91,215,159,34185,FALSE,FALSE,0.91,215,159,34185,FALSE,34185
3O,Air Arabia Maroc,NAP,CMN,A321,narrowbody,EU1,AF1,5,231996.7595,46399.4,2102,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
3O,Air Arabia Maroc,NCE,FEZ,A320,narrowbody,EU1,AF1,55,1492958.0842,27144.7,1506,0.91,215,50,10750,FALSE,FALSE,0.91,215,50,10750,FALSE,10750
3O,Air Arabia Maroc,NRN,FEZ,A320,narrowbody,EU1,AF1,64,2432911.95456,38014.2,2158,0.91,215,58,12470,FALSE,FALSE,0.91,215,58,12470,FALSE,12470
3O,Air Arabia Maroc,PMI,NDR,A320,narrowbody,EU1,AF1,60,905274.9276,15087.9,718,0.91,215,55,11825,FALSE,FALSE,0.91,215,55,11825,FALSE,11825
3O,Air Arabia Maroc,PMI,NDR,A321,narrowbody,EU1,AF1,23,432972.7163300001,18824.9,718,0.91,215,21,4515,FALSE,FALSE,0.91,215,21,4515,FALSE,4515
3O,Air Arabia Maroc,PMI,TNG,A320,narrowbody,EU1,AF1,23,398237.20277,17314.7,871,0.91,215,21,4515,FALSE,FALSE,0.91,215,21,4515,FALSE,4515
3O,Air Arabia Maroc,PSA,CMN,A320,narrowbody,EU1,AF1,53,1823073.52345,34397.6,1930,0.91,215,48,10320,FALSE,FALSE,0.91,215,48,10320,FALSE,10320
3O,Air Arabia Maroc,PSA,CMN,A321,narrowbody,EU1,AF1,12,515712.57744,42976,1930,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
3O,Air Arabia Maroc,RMU,CMN,A320,narrowbody,EU1,AF1,42,661553.30556,15751.3,763,0.91,215,38,8170,FALSE,FALSE,0.91,215,38,8170,FALSE,8170
3O,Air Arabia Maroc,RMU,CMN,A321,narrowbody,EU1,AF1,11,216303.68254,19664,763,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
3O,Air Arabia Maroc,RMU,OUD,A320,narrowbody,EU1,AF1,96,891062.6159999999,9281.9,343,0.91,215,87,18705,FALSE,FALSE,0.91,215,87,18705,FALSE,18705
3O,Air Arabia Maroc,SAW,CMN,A320,narrowbody,EU1,AF1,347,7285295.61234,20995.1,3346,0.91,215,316,67940,FALSE,FALSE,0.91,215,316,67940,FALSE,67940
3O,Air Arabia Maroc,SAW,TNG,A320,narrowbody,EU1,AF1,93,1834124.27706,19721.8,3103,0.91,215,85,18275,FALSE,FALSE,0.91,215,85,18275,FALSE,18275
3O,Air Arabia Maroc,SXB,FEZ,A320,narrowbody,EU1,AF1,47,1616687.84155,34397.6,1930,0.91,215,43,9245,FALSE,FALSE,0.91,215,43,9245,FALSE,9245
3O,Air Arabia Maroc,SXB,NDR,A320,narrowbody,EU1,AF1,47,1464735.72107,31164.6,1741,0.91,215,43,9245,FALSE,FALSE,0.91,215,43,9245,FALSE,9245
3O,Air Arabia Maroc,SXB,NDR,A321,narrowbody,EU1,AF1,12,467796.8124,38983.1,1741,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
3O,Air Arabia Maroc,TLS,CMN,A320,narrowbody,EU1,AF1,94,2363153.80258,25139.9,1379,0.91,215,86,18490,FALSE,FALSE,0.91,215,86,18490,FALSE,18490
3O,Air Arabia Maroc,TLS,CMN,A321,narrowbody,EU1,AF1,5,157497.91215,31499.6,1379,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
3O,Air Arabia Maroc,TLS,FEZ,A320,narrowbody,EU1,AF1,113,2540607.2861599997,22483.3,1210,0.91,215,103,22145,FALSE,FALSE,0.91,215,103,22145,FALSE,22145
3O,Air Arabia Maroc,TLS,OUD,A320,narrowbody,EU1,AF1,12,234334.6338,19527.9,1022,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
3O,Air Arabia Maroc,VCE,CMN,A320,narrowbody,EU1,AF1,95,3625899.6218,38167.4,2168,0.91,215,86,18490,FALSE,FALSE,0.91,215,86,18490,FALSE,18490
3O,Air Arabia Maroc,VCE,CMN,A321,narrowbody,EU1,AF1,12,571890.08868,47657.5,2168,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
3O,Air Arabia Maroc,VLC,TNG,A320,narrowbody,EU1,AF1,67,929309.98543,13870.3,636,0.91,215,61,13115,FALSE,FALSE,0.91,215,61,13115,FALSE,13115
3P,World2Fly Portugal,LIS,AZS,B772,widebody,EU1,LA1,10,2593981.827,259398.2,6156,0.56,1259,6,7554,FALSE,TRUE,0.56,1259,6,7554,TRUE,635
3P,World2Fly Portugal,LIS,CUN,A333,widebody,EU1,LA2,4,372035.8902,93009,7524,0.56,1259,2,2518,FALSE,TRUE,0.56,1259,2,2518,TRUE,254
3P,World2Fly Portugal,LIS,CUN,B772,widebody,EU1,LA2,26,2771114.5254,106581.3,7524,0.56,1259,15,18885,FALSE,TRUE,0.56,1259,15,18885,TRUE,1650
3P,World2Fly Portugal,LIS,PUJ,A333,widebody,EU1,LA1,4,309495.22672,77373.8,6080,0.56,1259,2,2518,FALSE,TRUE,0.56,1259,2,2518,TRUE,254
3P,World2Fly Portugal,LIS,PUJ,B772,widebody,EU1,LA1,43,11016015.4193,256186.4,6080,0.56,1259,24,30216,FALSE,TRUE,0.56,1259,24,30216,TRUE,2729
3P,World2Fly Portugal,LIS,VRA,B772,widebody,EU1,LA1,22,6408551.8794,291297.8,6936,0.56,1259,12,15108,FALSE,TRUE,0.56,1259,12,15108,TRUE,1396
3P,World2Fly Portugal,MAD,CUN,A333,widebody,EU1,LA2,1,98262.89598,98262.9,7955,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,TRUE,63
3U,Sichuan Airlines,FCO,CTU,A332,widebody,EU1,AS4,3,309334.2354,103111.4,7928,0.56,1259,2,2518,FALSE,TRUE,0.56,1259,2,2518,FALSE,2518
3U,Sichuan Airlines,FCO,CTU,B772,widebody,EU1,AS4,10,1119216.245,111921.6,7928,0.56,1259,6,7554,FALSE,TRUE,0.56,1259,6,7554,FALSE,7554
3U,Sichuan Airlines,FCO,TFU,A321,narrowbody,EU1,AS4,12,796072.16148,66339.3,7984,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
3U,Sichuan Airlines,FCO,TFU,A332,widebody,EU1,AS4,122,12665120.6568,103812.5,7984,0.56,1259,68,85612,FALSE,TRUE,0.56,1259,68,85612,FALSE,85612
3U,Sichuan Airlines,HEL,CTU,A321,narrowbody,EU1,AS4,3,142800.95552999998,47600.3,6495,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
3U,Sichuan Airlines,HEL,CTU,A332,widebody,EU1,AS4,9,2167607.3094,240845.3,6495,0.56,1259,5,6295,FALSE,TRUE,0.56,1259,5,6295,FALSE,6295
3U,Sichuan Airlines,IST,TFU,A321,narrowbody,EU1,AS4,54,2647279.0629000003,49023.7,6719,0.91,215,49,10535,FALSE,FALSE,0.91,215,49,10535,FALSE,10535
3U,Sichuan Airlines,IST,TFU,A332,widebody,EU1,AS4,5,1242904.283,248580.9,6719,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
3U,Sichuan Airlines,IST,TFU,B772,widebody,EU1,AS4,13,3674535.5257,282656.6,6719,0.56,1259,7,8813,FALSE,TRUE,0.56,1259,7,8813,FALSE,8813
3Z,Smartwings Poland Sp. z o.o.,ACE,KTW,B738,narrowbody,EU1,EU2,4,254995.64012,63748.9,3627,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
3Z,Smartwings Poland Sp. z o.o.,ACE,WAW,B738,narrowbody,EU1,EU2,23,1545129.6263100002,67179.5,3832,0.91,215,21,4515,FALSE,FALSE,0.91,215,21,4515,FALSE,4515
3Z,Smartwings Poland Sp. z o.o.,ADB,KTW,B738,narrowbody,EU1,EU2,4,113590.31488,28397.6,1495,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
3Z,Smartwings Poland Sp. z o.o.,ADB,WAW,B738,narrowbody,EU1,EU2,30,911694.5298,30389.8,1613,0.91,215,27,5805,FALSE,FALSE,0.91,215,27,5805,FALSE,5805
3Z,Smartwings Poland Sp. z o.o.,AGP,WAW,B738,narrowbody,EU1,EU2,25,1179831.39875,47193.3,2628,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
3Z,Smartwings Poland Sp. z o.o.,AYT,GDN,B738,narrowbody,EU1,EU2,17,671748.1943900001,39514.6,2160,0.91,215,15,3225,FALSE,FALSE,0.91,215,15,3225,FALSE,3225
3Z,Smartwings Poland Sp. z o.o.,AYT,KTW,B738,narrowbody,EU1,EU2,21,695685.54888,33127.9,1775,0.91,215,19,4085,FALSE,FALSE,0.91,215,19,4085,FALSE,4085
3Z,Smartwings Poland Sp. z o.o.,AYT,SZZ,B738,narrowbody,EU1,EU2,18,729285.1300799999,40515.8,2222,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
3Z,Smartwings Poland Sp. z o.o.,AYT,WAW,B738,narrowbody,EU1,EU2,82,2837062.72626,34598.3,1862,0.91,215,75,16125,FALSE,FALSE,0.91,215,75,16125,FALSE,16125
3Z,Smartwings Poland Sp. z o.o.,AYT,WRO,B738,narrowbody,EU1,EU2,4,142652.51692,35663.1,1925,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
3Z,Smartwings Poland Sp. z o.o.,BCN,WAW,B738,narrowbody,EU1,EU2,36,1249190.48772,34699.7,1868,0.91,215,33,7095,FALSE,FALSE,0.91,215,33,7095,FALSE,7095
3Z,Smartwings Poland Sp. z o.o.,BJV,KTW,B738,narrowbody,EU1,EU2,16,487859.64,30491.2,1619,0.91,215,15,3225,FALSE,FALSE,0.91,215,15,3225,FALSE,3225
3Z,Smartwings Poland Sp. z o.o.,BJV,POZ,B738,narrowbody,EU1,EU2,14,489818.89096,34987.1,1885,0.91,215,13,2795,FALSE,FALSE,0.91,215,13,2795,FALSE,2795
3Z,Smartwings Poland Sp. z o.o.,BJV,WAW,B738,narrowbody,EU1,EU2,72,2336530.8744,32451.8,1735,0.91,215,66,14190,FALSE,FALSE,0.91,215,66,14190,FALSE,14190
3Z,Smartwings Poland Sp. z o.o.,BJV,WRO,B738,narrowbody,EU1,EU2,41,1345769.80457,32823.7,1757,0.91,215,37,7955,FALSE,FALSE,0.91,215,37,7955,FALSE,7955
3Z,Smartwings Poland Sp. z o.o.,CFU,KTW,B738,narrowbody,EU1,EU2,20,473738.99,23686.9,1209,0.91,215,18,3870,FALSE,FALSE,0.91,215,18,3870,FALSE,3870
3Z,Smartwings Poland Sp. z o.o.,CFU,WAW,B738,narrowbody,EU1,EU2,89,2383726.78567,26783.4,1397,0.91,215,81,17415,FALSE,FALSE,0.91,215,81,17415,FALSE,17415
3Z,Smartwings Poland Sp. z o.o.,CHQ,KTW,B738,narrowbody,EU1,EU2,8,256369.42672,32046.2,1711,0.91,215,7,1505,FALSE,FALSE,0.91,215,7,1505,FALSE,1505
3Z,Smartwings Poland Sp. z o.o.,CHQ,WAW,B738,narrowbody,EU1,EU2,25,866225.7712500001,34649,1865,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
3Z,Smartwings Poland Sp. z o.o.,CHQ,WRO,B738,narrowbody,EU1,EU2,18,611513.37486,33973,1825,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
